Client_ID,Sector,Region,Project_Type,Subscription_Type,Contract_Value,Monthly_Revenue,Total_Revenue,Employee_Hours,Hourly_Rate,Operational_Cost,Support_Tickets,Escalations,Client_Tenure_Months,Satisfaction_Score,Renewal_Status,Discount_Offered,Payment_Delay_Days,Resource_Count,Project_Duration_Days
251,Retail,West,Implementation,Basic,162911,44391,573066,196,1005,118435,29,0,40,1.72,No,8,33,1,313
252,Finance,East,Implementation,Premium,325011,19908,324179,27,1629,141204,36,2,25,3.69,No,19,43,6,331
253,Finance,North,Consulting,Standard,109234,32081,169767,193,531,61990,2,0,39,2.84,Yes,8,21,2,93
254,IT,East,Support,Premium,337995,42228,493961,66,1597,78921,49,3,15,4.97,Yes,14,30,5,99
255,Retail,West,Support,Basic,343423,28386,214226,105,1694,177610,42,9,53,1.91,Yes,12,6,8,332
256,IT,West,Support,Basic,298503,33302,551818,57,1592,110572,14,2,35,2.24,Yes,21,20,3,171
257,Retail,South,Support,Standard,277135,24212,116396,51,1312,17213,20,3,49,4.94,No,15,15,9,231
258,Manufacturing,North,Support,Standard,123402,40618,552443,36,861,134693,36,8,43,4.33,No,1,19,7,236
259,Healthcare,East,Support,Premium,327593,15698,178920,83,1956,185295,11,2,41,2.88,Yes,25,42,9,250
260,Healthcare,South,Support,Standard,388365,9594,466547,119,1428,101655,3,5,37,3.22,Yes,13,43,1,275
261,Healthcare,North,Support,Standard,401224,30525,254999,189,599,78371,46,5,57,4.37,No,26,46,5,110
262,IT,South,Consulting,Basic,55451,19282,123014,179,508,78274,8,6,42,2.92,No,5,18,3,280
263,Manufacturing,West,Support,Standard,137178,19334,245550,41,1196,117853,38,8,47,1.82,Yes,1,47,4,80
264,Retail,North,Consulting,Standard,484532,34179,246806,35,1552,14134,41,6,28,4.31,Yes,7,78,4,314
265,Finance,South,Implementation,Basic,375905,11644,481837,34,1637,101428,27,0,14,3.15,Yes,3,68,7,233
266,Retail,South,Support,Basic,286562,40618,398585,84,961,49601,22,7,4,1.61,Yes,20,10,8,54
267,Finance,East,Implementation,Premium,351014,37933,106121,32,1420,83889,44,4,53,3.02,No,23,78,5,70
268,Retail,South,Implementation,Standard,408710,48469,382341,66,1666,25690,39,8,20,2.65,No,13,28,7,98
269,Manufacturing,North,Implementation,Basic,435893,38687,144577,189,889,11909,43,9,34,4.51,No,10,44,3,33
270,Finance,North,Consulting,Premium,173765,46073,416778,135,1131,101239,21,4,12,1.5,Yes,23,67,3,269
271,IT,East,Implementation,Premium,437025,22375,309106,96,1181,90032,23,4,33,4.5,No,27,35,3,60
272,Retail,North,Implementation,Standard,474089,35926,495647,40,656,22062,25,1,24,3.05,No,13,47,4,146
273,Retail,West,Implementation,Standard,178389,41607,552461,73,834,85386,29,2,20,2.62,Yes,11,86,6,224
274,Finance,North,Support,Premium,239699,22642,565200,42,759,175803,32,9,5,1.65,Yes,15,14,5,119
275,IT,North,Support,Basic,247227,28993,543241,11,581,146225,15,8,38,3.8,Yes,5,43,8,207
276,IT,South,Consulting,Premium,337516,49386,536379,27,1253,151553,21,6,30,4.71,Yes,19,66,5,174
277,Manufacturing,South,Consulting,Standard,315786,26188,532295,184,1964,109270,48,0,24,2.5,Yes,0,73,5,231
278,IT,North,Support,Basic,310220,37596,465831,170,1695,76425,49,2,43,1.97,Yes,11,39,2,351
279,IT,East,Consulting,Basic,471217,32772,585754,93,1754,94981,42,1,40,3.22,No,6,85,5,232
280,IT,South,Support,Premium,346208,35857,406030,44,1219,114470,17,0,7,4.18,No,7,13,7,53
281,Healthcare,East,Implementation,Standard,275898,15776,388055,188,574,169277,6,8,36,1.02,No,8,62,2,134
282,Manufacturing,North,Implementation,Premium,326266,37835,473962,123,1793,98887,49,7,38,3.53,No,1,80,6,304
283,Retail,North,Consulting,Premium,468036,14788,148422,155,1125,91542,25,4,16,3.39,No,16,84,7,351
284,Finance,West,Support,Premium,118431,10660,563100,119,561,185221,7,1,52,2.27,No,19,50,5,89
285,Retail,South,Support,Basic,105745,9478,395513,97,1373,59112,5,0,15,2.81,Yes,12,78,9,44
286,Manufacturing,North,Consulting,Basic,100081,13210,352717,81,819,152012,29,6,46,1.99,Yes,4,57,4,114
287,Finance,West,Support,Standard,451927,15922,486583,134,601,69010,38,1,23,4.16,Yes,9,14,1,226
288,Manufacturing,South,Implementation,Standard,266204,41289,212271,39,1952,34485,22,0,12,3.54,No,11,64,8,264
289,IT,North,Consulting,Premium,462009,38340,413548,181,1373,99299,31,1,29,3.13,No,16,87,8,292
290,Finance,North,Consulting,Premium,451415,44850,227477,62,1453,115584,21,6,44,2.57,Yes,20,54,7,35
291,IT,South,Support,Premium,126253,43163,289304,147,754,142139,41,6,48,2.17,Yes,5,75,8,318
292,Retail,South,Consulting,Standard,348335,23642,402022,96,1069,30607,42,9,15,4.29,Yes,2,9,2,87
293,Retail,South,Support,Basic,322355,16094,412621,189,611,71597,44,5,29,2.81,Yes,27,41,3,174
294,Finance,North,Support,Basic,161086,27423,532697,186,1484,84554,8,4,45,3.01,Yes,14,10,9,71
295,Finance,North,Support,Premium,499962,38418,429430,148,1836,189593,30,2,43,3.08,No,6,15,1,229
296,Manufacturing,West,Support,Premium,464758,10741,538705,195,1497,25187,6,2,49,2.79,No,29,72,8,203
297,Manufacturing,East,Support,Premium,474528,11838,362619,173,960,13985,8,8,21,2.02,No,5,77,8,364
298,IT,South,Consulting,Premium,488458,8262,418766,170,1207,184124,12,3,15,1.48,Yes,3,18,7,124
299,Finance,North,Implementation,Standard,414115,9996,470520,184,1386,160635,2,8,14,1.39,No,18,30,5,246
300,Retail,North,Implementation,Basic,143783,49594,167573,22,1985,188394,34,3,42,4.03,Yes,4,72,4,140
301,Manufacturing,South,Consulting,Premium,175681,27164,329152,49,1615,61514,32,1,44,1.89,No,2,52,6,209
302,Manufacturing,East,Consulting,Standard,137893,40595,370435,98,1575,28608,20,3,16,1.22,Yes,25,89,1,192
303,Retail,South,Implementation,Premium,498604,35257,218477,77,1019,81327,30,5,15,4.19,Yes,24,7,5,148
304,Manufacturing,East,Implementation,Premium,208763,19211,308141,51,1311,198297,33,5,42,1.62,No,8,23,4,354
305,IT,North,Implementation,Basic,127960,35453,358530,156,1621,27221,31,4,4,3.5,No,5,7,4,257
306,Finance,East,Implementation,Premium,396532,10232,211899,103,735,58506,34,0,27,2.35,No,12,82,7,174
307,Retail,West,Implementation,Basic,72601,7217,400687,28,1897,30968,14,2,23,1.51,No,26,47,9,337
308,Finance,North,Support,Basic,461236,29229,358076,195,1426,137677,31,4,29,2.66,No,21,29,8,171
309,Manufacturing,West,Consulting,Basic,189227,19232,474380,32,1056,169009,5,5,41,1.06,Yes,27,57,8,151
310,Manufacturing,South,Support,Standard,250191,30613,192018,63,1148,190580,44,0,53,4.36,No,29,85,5,314
311,Retail,South,Implementation,Standard,217849,19026,349385,74,733,182903,20,8,52,3.05,No,19,54,6,255
312,IT,South,Implementation,Basic,331854,33554,155790,149,1555,184005,32,2,9,1.56,Yes,3,72,2,286
313,Healthcare,East,Implementation,Premium,420858,35908,232275,33,1812,188379,31,9,53,1.95,No,1,61,3,314
314,Retail,North,Support,Basic,205604,24610,321439,43,1078,189412,18,2,57,2.79,Yes,25,47,5,194
315,Healthcare,South,Support,Premium,178727,44605,71350,62,1041,112951,32,1,56,1.76,No,3,3,2,250
316,Healthcare,South,Implementation,Basic,461817,12031,378953,145,613,118306,27,7,52,2.07,No,7,36,3,98
317,IT,North,Support,Premium,113227,30515,161894,27,703,53601,30,2,43,3.14,Yes,12,7,4,338
318,Healthcare,South,Support,Standard,186039,41484,419701,66,1552,82178,20,5,43,4.33,No,9,0,6,253
319,Healthcare,West,Implementation,Premium,134289,41182,496048,121,1142,169826,33,1,7,2.61,No,17,69,5,153
320,IT,North,Support,Basic,201094,5570,339720,14,973,184382,14,6,53,3.87,No,8,46,4,41
321,Healthcare,North,Consulting,Standard,486679,37254,482217,163,1196,79893,13,3,42,4.51,No,29,74,2,81
322,Healthcare,North,Consulting,Premium,255743,24288,580841,167,752,96799,18,8,4,1.87,Yes,0,4,5,158
323,Healthcare,West,Consulting,Premium,317866,18288,143384,191,1404,58367,42,9,5,4.23,Yes,12,49,5,164
324,Retail,North,Consulting,Premium,208485,34877,60390,22,885,23201,14,8,5,4.03,No,17,23,7,174
325,Retail,West,Implementation,Premium,393194,23889,540751,92,561,143811,5,6,11,2.43,No,14,46,1,156
326,Retail,North,Implementation,Premium,283820,5917,595857,38,1014,23231,8,7,41,4.96,Yes,1,17,4,255
327,IT,East,Implementation,Standard,286994,15066,466245,12,929,183567,36,2,28,2.05,Yes,10,83,5,100
328,Manufacturing,South,Consulting,Standard,395740,34504,82490,99,1079,162240,19,4,16,2.02,No,28,27,8,302
329,Healthcare,East,Consulting,Standard,378876,11982,554080,113,1664,173696,33,1,41,4.09,Yes,13,76,8,216
330,Healthcare,South,Support,Standard,455513,44104,421659,132,1242,151707,37,9,54,2.74,Yes,21,4,1,32
331,IT,West,Support,Basic,118323,23062,331265,195,1823,19964,25,6,30,2.32,Yes,14,29,5,314
332,Healthcare,East,Consulting,Standard,335960,21999,61539,85,1174,168857,17,7,4,1.71,Yes,13,0,1,51
333,Retail,North,Consulting,Premium,90695,14941,470243,139,810,22336,27,8,2,4.06,No,15,85,1,195
334,Manufacturing,South,Consulting,Premium,462918,28470,449546,117,970,87475,8,6,46,4.15,Yes,22,81,2,339
335,Finance,South,Consulting,Standard,468458,26133,372579,165,1916,168484,31,9,3,3.27,No,28,45,2,275
336,Healthcare,East,Support,Premium,105841,49435,575584,91,1968,92212,5,9,50,4.83,No,14,68,9,263
337,Retail,West,Consulting,Standard,440642,9529,123965,86,1308,85379,13,7,21,2.27,Yes,18,30,4,354
338,Finance,East,Support,Premium,248784,22519,575249,11,671,55591,27,8,6,1.88,No,26,69,3,187
339,Manufacturing,West,Consulting,Basic,157096,17192,433192,136,1075,71750,23,5,43,3.71,No,8,55,1,180
340,Finance,West,Consulting,Basic,142764,13566,392066,144,530,100648,12,9,53,4.03,Yes,4,88,2,242
341,Retail,South,Consulting,Standard,496790,12226,157799,35,546,106134,42,1,18,1.9,Yes,4,27,6,247
342,Finance,East,Support,Standard,135744,42930,153948,97,629,176526,11,1,44,1.31,Yes,10,15,9,275
343,IT,East,Support,Standard,340626,26259,536055,25,851,108537,18,3,5,4.24,No,27,53,5,332
344,Finance,West,Implementation,Premium,59171,39087,203314,160,1477,72672,20,8,9,4.91,No,19,52,4,305
345,Healthcare,East,Consulting,Standard,150755,6141,308099,177,557,37228,26,6,20,3.58,No,24,11,5,180
346,Healthcare,North,Implementation,Basic,158125,9627,315821,197,1629,24429,18,1,28,2.11,No,23,19,9,225
347,IT,North,Implementation,Premium,442866,7690,370929,82,1311,94294,23,7,26,4.99,Yes,27,81,7,50
348,Retail,East,Support,Standard,418226,45091,520188,41,1853,125577,25,6,18,4.57,No,3,33,8,286
349,Healthcare,East,Support,Premium,53696,8255,71618,24,1267,194087,44,8,19,3.05,Yes,19,52,4,46
350,Manufacturing,West,Implementation,Premium,176310,10213,396430,150,1182,98074,27,7,3,4.3,Yes,17,63,8,80
351,Healthcare,North,Consulting,Standard,463274,41876,338266,14,1906,78936,45,2,9,4.26,Yes,24,22,6,299
352,Healthcare,North,Support,Premium,201385,24404,270448,83,1685,67378,17,0,36,4.74,Yes,2,26,5,344
353,Retail,South,Consulting,Basic,331293,30380,555919,61,1496,47310,43,1,31,4.36,No,3,16,7,112
354,Finance,West,Consulting,Basic,442208,30520,196109,86,785,111827,35,1,49,3.57,Yes,13,47,6,335
355,Healthcare,South,Implementation,Premium,365665,24173,88633,178,1594,176328,41,3,17,3.44,No,6,20,3,153
356,IT,North,Implementation,Standard,95740,28989,272456,190,1977,109862,28,5,55,2.87,Yes,25,49,5,319
357,Finance,West,Implementation,Premium,156611,47570,358627,119,1385,48889,16,3,23,3.51,Yes,7,39,9,291
358,Manufacturing,East,Implementation,Basic,448172,29519,435325,187,896,61428,3,8,34,4.18,Yes,23,2,7,78
359,Retail,West,Support,Premium,298922,27439,526589,152,525,120502,43,3,41,4.88,No,15,16,4,35
360,Manufacturing,East,Support,Premium,378785,16413,356213,115,812,178279,44,5,41,2.87,Yes,19,60,7,146
361,Finance,East,Implementation,Basic,113811,19995,198442,136,625,60255,28,5,5,3.29,Yes,14,49,5,147
362,Finance,West,Support,Premium,495376,28559,131947,16,1931,115824,3,9,15,2.78,Yes,6,89,2,292
363,Finance,East,Implementation,Premium,232385,28513,230205,49,1721,15409,9,9,47,3.67,Yes,25,86,6,158
364,Manufacturing,South,Consulting,Standard,113232,10021,155761,165,1310,52438,24,0,3,3.52,No,16,5,7,200
365,Finance,North,Consulting,Standard,327561,37464,435897,169,687,17869,30,7,19,1.07,No,21,27,8,56
366,Manufacturing,East,Consulting,Basic,205801,26119,164700,108,1197,197934,2,2,28,3.16,Yes,21,71,6,228
367,Finance,South,Implementation,Basic,162492,34299,396128,152,1309,35958,46,5,3,1.35,Yes,21,54,8,343
368,IT,East,Consulting,Basic,80099,44350,496606,94,1215,160840,1,2,38,1.11,No,11,57,7,126
369,Finance,North,Support,Standard,279206,30517,65209,74,949,167217,24,1,4,4.16,No,17,44,2,46
370,Manufacturing,South,Consulting,Basic,473177,18117,459749,141,1022,85622,48,4,24,2.03,No,23,71,6,202
371,Healthcare,North,Consulting,Basic,455818,27250,329355,20,1877,36442,5,0,31,2.36,Yes,13,18,9,130
372,Finance,North,Consulting,Basic,168474,23950,69927,117,1485,91948,25,8,45,1.26,No,14,28,6,215
373,Healthcare,South,Support,Standard,321400,22359,215666,35,1157,35596,7,6,59,1.72,Yes,14,22,4,213
374,IT,South,Implementation,Premium,293588,28596,268785,198,1096,85791,34,2,45,4.06,No,4,31,7,244
375,Retail,South,Support,Basic,84681,30530,398526,174,599,52406,26,3,59,2.97,No,15,9,3,280
376,IT,West,Implementation,Premium,141328,6262,199005,160,1115,50524,24,5,11,4.52,Yes,4,48,5,245
377,Finance,South,Implementation,Basic,268512,45150,256521,94,1447,164404,17,2,37,2.59,No,1,64,1,58
378,Healthcare,South,Consulting,Premium,355505,27615,389760,177,1055,120160,0,6,1,2.07,Yes,19,28,3,131
379,Healthcare,South,Implementation,Standard,84540,8327,509764,160,777,156836,47,5,9,2.39,No,27,58,8,152
380,Manufacturing,South,Support,Standard,207608,34768,217195,132,990,168635,38,8,17,3.85,Yes,24,44,9,83
381,Healthcare,East,Support,Basic,134700,33850,461013,153,754,177442,2,4,54,3.22,No,8,66,9,312
382,Manufacturing,West,Implementation,Premium,390676,47788,110013,198,880,15062,3,3,1,4.62,No,21,50,2,131
383,Retail,North,Consulting,Standard,237647,21848,461562,77,1391,54645,40,2,3,3.41,Yes,26,10,4,146
384,Finance,South,Consulting,Basic,439770,44542,276486,113,1041,132759,36,9,47,2.97,Yes,8,85,5,133
385,Manufacturing,East,Support,Basic,446087,20160,486888,89,1787,17244,14,0,26,4.14,Yes,3,81,3,74
386,Retail,East,Consulting,Standard,96002,38998,470869,168,1324,147444,7,2,53,4.79,Yes,14,5,1,143
387,Healthcare,East,Implementation,Standard,99812,32230,323328,62,1378,95501,37,2,31,2.42,No,10,66,6,60
388,Healthcare,North,Implementation,Basic,465842,14076,487709,115,1852,127450,49,6,26,2,No,0,61,2,193
389,Retail,South,Support,Premium,241051,8805,171361,162,1638,26956,18,6,23,3.46,No,17,4,9,218
390,Healthcare,West,Implementation,Premium,307906,36085,457172,53,1799,181545,46,0,30,3,No,28,8,1,322
391,Retail,West,Support,Premium,158946,19715,76555,149,780,154966,25,2,10,4.96,No,0,27,9,224
392,Manufacturing,East,Implementation,Basic,116668,10750,584213,99,1798,26709,38,7,8,2.85,No,7,82,7,321
393,Manufacturing,North,Support,Standard,149003,18232,471906,110,1272,128428,9,8,44,1.3,Yes,24,76,2,290
394,Retail,North,Consulting,Basic,261142,40903,380646,106,1342,25210,37,6,25,4.91,No,15,37,6,236
395,Manufacturing,North,Implementation,Standard,270462,11953,315658,18,1218,190582,13,6,22,4.37,No,25,42,8,81
396,Manufacturing,West,Implementation,Premium,355142,37093,502065,21,827,112081,48,7,15,1.71,Yes,27,20,2,78
397,Manufacturing,East,Support,Premium,244886,30500,163844,78,710,179746,40,5,59,4.62,No,21,61,5,35
398,IT,South,Support,Standard,154601,27418,151321,191,1226,110025,18,2,41,2.36,No,17,45,6,253
399,Finance,West,Implementation,Standard,488823,39314,158234,191,1422,158805,29,0,56,2.51,No,21,69,3,52
400,Healthcare,East,Support,Basic,319956,27449,534718,37,1051,161152,4,6,57,4.63,Yes,8,37,2,174
401,IT,East,Implementation,Premium,111844,22478,531761,65,525,194484,30,0,10,3.12,Yes,11,48,6,139
402,Manufacturing,South,Consulting,Basic,251165,40179,349987,108,526,134476,6,0,20,1.55,No,18,74,3,241
403,Retail,South,Support,Basic,445395,30338,384464,119,1201,180781,18,8,41,2.48,Yes,24,80,2,329
404,Manufacturing,South,Implementation,Basic,224870,31899,79627,86,1606,69846,30,9,47,3.89,No,17,38,1,70
405,Finance,North,Consulting,Premium,124601,9145,383966,112,1181,75480,38,6,23,1.7,No,26,70,8,201
406,Manufacturing,South,Consulting,Basic,451491,37101,537317,115,912,62960,23,3,53,3.36,No,4,29,1,215
407,Retail,East,Implementation,Basic,493790,7775,282633,118,666,182224,33,5,53,3.78,Yes,26,20,5,243
408,Finance,South,Support,Basic,360001,36647,377942,121,668,168322,22,0,1,2.38,No,1,0,6,335
409,Manufacturing,East,Implementation,Basic,437699,24539,397462,67,728,95765,47,6,2,3.78,No,6,88,3,81
410,Finance,West,Consulting,Basic,332844,41738,426330,87,866,127265,44,5,58,4.54,No,26,31,7,99
411,Healthcare,North,Implementation,Basic,307927,31616,410046,84,1027,58137,39,3,19,2.89,No,9,7,2,225
412,Healthcare,West,Support,Premium,482680,19119,481773,51,1290,128922,5,6,14,2.53,No,14,68,7,180
413,Manufacturing,West,Consulting,Basic,223423,30159,393478,175,1023,131280,37,2,8,2,Yes,24,29,2,138
414,Finance,East,Implementation,Standard,143330,42099,528379,77,1595,187484,40,0,38,3.42,No,6,7,5,147
415,Retail,West,Support,Basic,275391,15295,428863,190,605,53876,35,3,12,4.52,Yes,27,18,7,124
416,Manufacturing,East,Consulting,Basic,263606,39710,183099,42,1231,104547,26,2,26,2.3,No,4,58,3,285
417,Healthcare,South,Support,Premium,457085,29685,334864,80,1464,60227,10,0,27,2.58,Yes,14,54,4,73
418,Healthcare,South,Consulting,Premium,241387,30479,379752,65,1805,173522,4,1,29,2.63,No,19,29,1,96
419,Manufacturing,East,Implementation,Standard,291133,38629,167449,114,632,94433,16,4,15,3.24,No,27,78,3,185
420,Finance,South,Support,Standard,464170,47043,162828,110,1033,83704,6,7,46,1.91,Yes,19,35,9,352
421,Healthcare,North,Consulting,Premium,212627,22033,186613,60,1474,16861,26,0,53,4.29,Yes,14,54,5,235
422,Finance,West,Support,Premium,375497,41902,132095,83,768,71914,46,3,1,2.18,No,9,43,8,303
423,Healthcare,North,Support,Basic,488242,49571,537910,180,1935,73888,14,3,43,3.82,Yes,23,26,2,184
424,Healthcare,West,Implementation,Premium,412916,20408,147593,130,1172,89286,45,4,28,3.05,Yes,25,76,3,208
425,IT,South,Support,Standard,228048,22420,399386,152,1290,71293,12,6,57,3.34,No,28,77,7,89
426,Healthcare,North,Consulting,Basic,403646,21351,186202,175,517,78515,10,7,3,1.72,No,25,53,4,103
427,Retail,South,Consulting,Standard,426087,9131,137606,152,616,164596,44,5,51,3.94,No,13,47,9,78
428,Manufacturing,West,Consulting,Basic,421994,49825,183769,14,1297,17065,25,0,18,1.75,No,25,29,7,300
429,Manufacturing,East,Consulting,Premium,95095,16349,178542,92,1667,178756,21,6,52,1.45,No,25,38,1,102
430,Finance,East,Implementation,Standard,195342,49254,428582,191,1050,98720,27,2,34,3.19,Yes,9,12,4,225
431,Healthcare,North,Support,Basic,211980,43225,217550,60,1428,174437,23,5,32,3.84,No,16,15,6,208
432,Retail,South,Implementation,Basic,327667,43847,515433,19,1252,68876,28,7,29,1.2,Yes,20,43,6,77
433,Finance,South,Support,Premium,112433,17453,150140,149,921,164776,8,6,25,1.28,No,13,70,6,101
434,IT,North,Support,Premium,490284,23814,526978,13,1892,198929,41,9,26,4.21,No,1,26,5,142
435,Finance,East,Support,Premium,69991,23263,596069,104,1145,146694,3,5,39,4.24,Yes,15,44,3,274
436,Finance,West,Implementation,Standard,322919,17158,458731,155,1057,93797,48,8,8,1.98,No,12,34,2,338
437,Healthcare,North,Support,Basic,397139,20735,439502,89,549,101141,45,8,19,3.46,Yes,26,78,3,188
438,IT,West,Implementation,Premium,197745,20830,358277,45,1177,112390,17,0,54,2.77,Yes,8,27,9,303
439,Finance,East,Consulting,Standard,172808,49673,157628,34,605,106856,42,0,47,3.53,Yes,6,6,3,297
440,Retail,South,Consulting,Standard,208128,28926,145058,107,1739,76201,15,0,42,4.45,No,15,61,3,333
441,Retail,East,Support,Standard,187686,39779,541799,173,1157,173766,32,7,22,1.32,No,9,50,1,59
442,Manufacturing,North,Implementation,Premium,57415,8373,211542,110,1948,99766,28,9,29,4.11,No,23,45,2,126
443,IT,South,Consulting,Premium,296038,15335,365273,18,1595,32995,38,6,33,2.97,No,21,19,3,280
444,IT,North,Implementation,Basic,487100,28741,330675,70,1487,102320,9,2,38,3.26,No,8,37,2,36
445,Manufacturing,North,Implementation,Basic,460180,15692,359182,62,1341,90141,8,1,45,3.62,No,21,60,8,121
446,Finance,East,Support,Premium,480942,39057,410083,155,945,149491,30,3,46,4.69,Yes,22,31,6,142
447,IT,North,Consulting,Standard,304205,6447,102674,180,1709,189024,27,2,35,1.23,No,6,25,7,288
448,Retail,East,Support,Standard,349188,24583,187572,172,569,174909,2,6,43,1.12,No,15,57,1,136
449,Retail,South,Support,Standard,238221,27765,535692,72,649,80799,13,9,3,1.71,No,8,38,6,92
450,Healthcare,East,Consulting,Basic,218616,28906,351975,130,1769,189949,24,7,19,4.95,No,26,19,2,300
451,IT,South,Consulting,Standard,99976,24567,491436,114,1273,55687,14,5,10,3.86,Yes,23,81,6,228
452,Finance,East,Implementation,Basic,475468,19139,505935,13,1622,47276,1,2,27,3.46,Yes,28,49,3,175
453,Manufacturing,West,Consulting,Basic,315976,43230,113051,102,1801,44523,23,5,15,1.19,Yes,16,78,7,90
454,Manufacturing,West,Implementation,Standard,271883,24520,263085,178,1443,64615,13,1,11,4.52,Yes,19,51,3,149
455,Finance,North,Implementation,Standard,261509,24702,378796,182,954,20514,47,6,47,4.25,Yes,6,85,9,90
456,Healthcare,East,Implementation,Premium,346292,30566,125524,187,1627,57456,6,9,26,3.66,No,10,21,3,338
457,Manufacturing,East,Consulting,Premium,289241,12657,536152,37,1445,17233,35,6,59,2.36,Yes,7,52,7,55
458,IT,South,Support,Standard,269526,42688,328614,179,1100,11102,49,3,24,1.28,Yes,6,84,4,144
459,Healthcare,North,Implementation,Basic,424374,35134,520814,89,1152,76133,23,7,13,3.32,No,27,65,8,69
460,IT,East,Support,Basic,397220,15345,577733,85,1224,56715,26,3,32,3.88,No,18,42,2,145
461,Retail,North,Support,Basic,496675,46185,375617,125,732,120545,36,6,37,1.38,Yes,19,81,8,165
462,Healthcare,West,Consulting,Basic,350546,32413,104439,78,1917,114085,37,3,4,3.54,No,11,22,9,306
463,Manufacturing,East,Support,Basic,238799,10208,336452,107,750,119101,29,4,13,2.15,No,6,76,8,328
464,Healthcare,East,Support,Premium,88578,38455,151563,10,578,147328,26,6,9,4.06,Yes,7,63,6,50
465,Healthcare,North,Consulting,Standard,140453,33018,357225,176,1575,118684,38,9,57,3.16,No,6,8,1,60
466,Healthcare,East,Implementation,Premium,465534,13080,503599,105,1397,74800,14,2,49,1.52,Yes,5,6,7,276
467,Healthcare,North,Support,Basic,387859,26902,594125,26,1420,104937,25,9,34,3.11,Yes,24,40,1,56
468,IT,East,Consulting,Basic,258859,14486,227896,121,1280,51548,0,4,56,2.58,No,8,53,7,102
469,Retail,South,Support,Basic,161435,43862,479515,100,725,183439,3,2,37,1.72,Yes,26,64,2,126
470,Finance,North,Support,Basic,266101,26158,90063,97,1574,138845,28,4,48,4.37,Yes,12,1,8,190
471,Healthcare,East,Implementation,Standard,201538,45460,314371,172,1709,123815,0,2,7,1.04,No,6,3,2,329
472,Manufacturing,West,Support,Basic,407886,48856,162166,183,1557,137602,42,9,1,2.25,No,7,77,3,328
473,Healthcare,East,Consulting,Standard,95475,40871,74506,179,1302,136270,49,6,58,1.05,No,21,31,3,316
474,Manufacturing,West,Support,Basic,372286,40208,285413,176,1241,136320,45,0,12,1.38,No,16,1,1,241
475,IT,West,Implementation,Standard,266232,25519,173604,99,630,167277,21,8,21,2.19,Yes,16,63,5,105
476,Manufacturing,South,Implementation,Premium,207636,36379,86026,58,1522,35570,10,8,11,1.22,No,15,13,5,172
477,Finance,North,Consulting,Basic,203484,33378,480888,199,1131,171327,9,4,44,3.39,No,21,19,5,63
478,Retail,East,Implementation,Standard,143526,44892,374557,47,1966,31182,16,8,51,1.35,Yes,1,88,9,33
479,Manufacturing,South,Support,Premium,101001,19031,315116,160,1337,49373,35,9,58,3.81,Yes,29,48,6,357
480,Manufacturing,East,Implementation,Basic,369793,19536,387210,159,1258,53019,46,5,44,1.21,Yes,7,7,6,127
481,Retail,West,Consulting,Basic,242029,5446,250285,141,1955,26043,25,4,44,1.24,Yes,16,62,3,246
482,Finance,North,Implementation,Basic,478733,41683,110971,186,1203,186604,47,2,14,2.22,No,12,45,5,57
483,Healthcare,East,Implementation,Standard,194228,22618,480497,68,996,29239,20,7,34,4.59,No,17,20,7,230
484,Manufacturing,East,Implementation,Standard,466280,11587,173978,77,1926,151488,12,3,34,3.57,Yes,23,86,3,302
485,Retail,West,Consulting,Premium,75711,36480,219163,139,822,144484,8,9,25,4.08,Yes,27,31,2,343
486,IT,East,Implementation,Standard,80106,37994,163864,58,1733,91976,10,2,4,1.57,Yes,21,7,5,156
487,Retail,East,Implementation,Standard,377602,25527,454295,135,1114,34406,10,5,52,4.34,Yes,27,15,3,231
488,IT,West,Support,Basic,459805,28569,499967,168,828,11875,5,7,55,1.03,No,9,39,5,38
489,Finance,South,Consulting,Basic,442573,16151,508648,120,1895,178138,0,8,26,1.85,Yes,1,26,9,316
490,Healthcare,West,Implementation,Basic,267583,10558,400435,177,1983,146824,5,5,16,3.46,No,1,17,1,117
491,Retail,South,Consulting,Basic,413898,49739,185659,57,632,142425,12,4,10,2.5,Yes,26,34,4,347
492,Manufacturing,North,Implementation,Basic,188286,37954,67235,60,1334,168058,21,1,45,4.94,No,13,51,5,48
493,Finance,South,Implementation,Basic,277189,48837,404877,52,1150,24691,30,1,2,1.12,No,15,14,2,110
494,Retail,South,Implementation,Basic,176479,40303,122712,107,620,58075,21,8,35,4.99,No,6,62,2,136
495,Manufacturing,North,Support,Premium,470343,39700,212545,192,1105,20794,36,1,19,3.49,No,20,52,1,340
496,Retail,South,Support,Premium,186213,32500,185849,186,1975,157478,46,1,6,3.23,Yes,20,80,8,259
497,IT,West,Support,Premium,78884,7032,315493,133,1464,85930,26,2,19,1.24,No,23,65,2,141
498,Retail,South,Consulting,Premium,314852,6252,164215,89,628,167944,49,2,59,2.09,Yes,11,30,3,249
499,Retail,North,Consulting,Basic,330519,10509,92230,194,1614,51708,13,3,53,4.7,No,27,60,2,152
500,Retail,West,Support,Premium,65088,42842,406717,120,528,125492,46,6,52,2.42,No,22,63,4,273
501,Finance,North,Consulting,Basic,369759,18900,522092,152,1221,116629,4,8,51,3.65,Yes,27,33,1,207
502,Retail,North,Implementation,Premium,422282,19523,362788,36,832,161872,35,1,8,5,Yes,13,54,3,94
